10,0,8.75e-05,0.000121,0.0001308,0.000132,8e-05,0.0001352,0.0001226,0.0001209,0.000147,8.95e-05
10,1,0.0002309,0.0002187,0.000218,0.0002215,0.0003873,0.0002218,0.0002183,0.000437,0.0002163,0.0002173
10,2,0.0006898,0.0014781,0.000593,0.0010017,0.000614,0.0006302,0.000993,0.0006481,0.0060488,0.0012777
10,3,0.0017527,0.0018684,0.003237,0.0040963,0.0016999,0.0016856,0.0017097,0.0024415,0.0031908,0.0046466
10,4,0.0063092,0.0089026,0.0047072,0.0047836,0.0111205,0.0064341,0.0063098,0.0092819,0.0085969,0.0079091
10,5,0.0643661,0.0469878,0.0253978,0.0175797,0.0463764,0.0161435,0.0199635,0.0187465,0.0228638,0.0231824
10,6,0.0555666,0.0529115,0.0513981,0.0423363,0.0664925,0.0379984,0.105338,0.0784529,0.0420423,0.0349306
10,7,0.1042691,0.091471,0.1093468,0.0937881,0.0910278,0.0912874,0.1216381,0.094231,0.2021231,0.0952123
10,8,0.2221978,0.2038603,0.2315362,0.2278388,0.2111557,0.2282724,0.2151285,0.2296092,0.28968,0.2479847
10,9,0.4955389,0.4929674,0.5336827,0.5219502,0.5055652,0.4923555,0.5323203,0.5084176,0.5766746,0.5011435
10,10,1.1899306,1.1987699,1.1626686,1.1863163,1.2028503,1.2397939,1.1749797,1.2576788,1.2992175,1.2174147
10,11,2.9108182,2.8627004,2.8753017,2.874725,2.8558004,2.9625142,3.0883878,3.3241629,2.898748,2.9725724
10,12,7.3935114,7.43653,6.923383,6.8671869,6.8866197,6.940913,6.9242059,6.933308,7.3772966,9.3058385
10,13,20.6027464,17.8119568,19.6861993,19.2584421,20.1737859,18.5642366,16.6303401,16.8035997,20.2176687,18.8036587
10,14,39.8447075,43.4539822,42.6383806,41.1417,36.9431203,37.9265545,39.1070225,37.7207938,39.6801763,39.6056148
20,0,0.000349,0.0001481,0.0002249,0.0001358,0.0001269,0.0001301,0.0002179,0.0001303,0.0002314,0.0002207
20,1,0.0003975,0.00051,0.0003837,0.0004433,0.0004434,0.0003919,0.000762,0.0011094,0.0011519,0.000765
20,2,0.001401,0.0022359,0.0018909,0.0020686,0.0018198,0.0017172,0.0020158,0.0017817,0.0019736,0.0021374
20,3,0.0063503,0.0054783,0.0039053,0.0032673,0.0047596,0.0312438,0.0067361,0.0071209,0.0058583,0.0064361
20,4,0.0193824,0.0218072,0.0185465,0.0113355,0.0193546,0.0172698,0.0172154,0.0176059,0.0198707,0.017264
20,5,0.0735866,0.0427394,0.0375847,0.034246,0.033418,0.0979016,0.0527328,0.0491348,0.0382478,0.0357813
20,6,0.1246331,0.1181733,0.075306,0.0816146,0.0763361,0.0817397,0.1253951,0.1107989,0.0769895,0.077909
20,7,0.1847954,0.1617186,0.1690386,0.1770182,0.2564781,0.1711703,0.1796585,0.4962463,0.300773,0.2693041
20,8,0.6058345,0.4384473,0.5803446,0.6212911,0.5236078,0.5568716,0.6178958,0.7246362,0.4797587,0.4190939
20,9,0.9571075,1.0456344,0.965999,1.0965255,0.9843991,1.1317937,1.1760839,1.0801237,1.0455183,0.9809277
20,10,2.6566639,2.6741512,2.5678108,2.6516589,2.9006964,2.4034446,2.4879945,2.5036878,2.3350057,2.5641353
20,11,5.9181458,7.2292487,6.7154931,5.693103,6.3289645,7.3640384,6.1753035,7.0102025,6.5725376,6.0092494
20,12,14.2842717,16.5857754,19.2275203,17.166596,16.5100338,16.1853801,17.5064031,16.6051419,16.3306338,15.0728024
20,13,36.8920342,34.4126097,34.9210728,37.6531409,30.0766882,32.1983621,34.8943805,34.0428462,32.8481949,32.6201762
20,14,79.4419357,70.4412256,69.4142865,83.6073632,78.8218998,79.7437381,83.3889786,75.9635979,79.2366345,78.7188548
30,0,0.0006079,0.0003554,0.0003576,0.0001935,0.0007976,0.0002124,0.0007028,0.0003293,0.0002233,0.0001984
30,1,0.0022092,0.0009063,0.0010449,0.0006316,0.0007361,0.0006159,0.0015511,0.0005572,0.0005656,0.0005906
30,2,0.003229,0.0031655,0.0028564,0.0020931,0.0034515,0.0033806,0.0035503,0.0033928,0.0058548,0.0018713
